i,c_idx
14253,505
14253,39
13421,27
13421,130
13421,286
13421,364
13421,400
13421,56
14122,24
14122,291
14122,0
13834,30
13834,146
13834,58
13720,18
13720,9
13720,11
13720,122
13720,0
13720,72
13720,51
13720,183
14215,137
14215,134
14215,249
14215,250
14215,27
14215,556
14260,115
14260,84
14260,0
14260,66
14260,273
14260,152
14260,499
13426,30
13426,171
13426,145
13426,27
13603,429
13603,24
13603,0
13603,304
13234,20
13234,1
13234,25
13234,24
13234,86
13234,0
14144,0
14144,1
14144,132
14144,59
14144,122
14144,218
13762,30
13762,728
14185,688
14185,25
14185,255
14185,256
14185,257
14185,1
14185,30
14230,644
14230,79
14230,643
14230,30
13534,104
13534,16
13905,12
13905,0
13515,80
13515,830
13515,65
13515,468
13127,0
13127,33
13127,6
13127,5
13527,260
13527,30
13527,359
13527,161
13527,16
13527,122
13527,69
13527,0
13733,9
13733,415
13733,11
12930,11
12930,0
12930,1016
12930,150
12930,66
12930,9
12930,152
14089,3
14089,1
14089,218
14089,2
13745,220
13745,82
13745,80
13745,81
13745,65
13443,21
13443,354
13443,773
13443,296
13443,30
13443,117
12996,1
12996,16
12996,125
12996,126
12996,11
12996,18
12996,0
12996,350
12996,9
12996,122
14031,0
14031,59
14031,122
14031,1
14031,3
13713,188
13713,297
13713,294
13713,190
13713,261
13986,21
13986,460
13986,117
13558,1
13558,0
13558,224
13558,352
13558,114
13558,52
13558,473
13338,59
13338,0
13338,175
13600,0
13600,1
13600,621
13600,319
13600,6
14131,3
14131,1
13543,47
13543,0
13042,267
13042,0
13629,156
13629,162
13629,158
13629,28
13907,50
13907,32
13473,286
13473,30
13473,147
13473,58
13473,27
13473,55
13285,5
13285,0
13878,32
13878,65
13878,80
13878,642
13878,305
13878,595
13878,174
13878,79
12873,0
12873,12
12873,24
12873,228
13801,187
13801,188
14138,0
14138,9
14138,11
14138,129
14138,59
14138,12
14138,8
14138,24
13263,28
13263,506
13626,263
13626,1
13675,1
13675,20
14221,301
14221,45
14221,199
14221,200
14221,108
14221,30
13592,0
13592,1
13592,12
13740,0
13740,125
13740,126
13740,122
13740,129
13740,11
13740,9
13740,1
13740,165
14066,139
14066,413
14066,27
13676,114
13676,0
13676,113
13676,4
13676,59
13676,273
13676,579
13676,1
14213,79
14213,679
14213,148
13096,50
13096,208
13096,31
13096,32
13239,184
13239,58
13239,146
13239,385
13239,30
13239,45
13239,502
13581,1010
13581,28
13581,472
13581,30
12991,291
12991,0
12991,281
12991,47
12991,14
12991,1
12991,132
12991,74
13927,107
13927,293
13927,186
13927,28
14051,24
14051,12
14051,10
14051,0
13867,305
13867,32
13312,1
13312,20
13312,114
13312,245
13312,4
13472,154
13472,32
13472,173
13472,193
13472,194
14189,491
14189,28
13089,11
13089,652
13089,9
13089,303
13815,82
13815,80
13815,65
14030,375
14030,11
14030,733
14030,65
14030,544
14030,80
14030,642
14030,39
14030,269
13849,282
13849,21
13849,166
13606,34
13606,164
13606,27
13579,0
13579,4
13579,1
13229,298
13229,12
13229,0
13229,132
13229,1
13229,47
12951,144
12951,30
12951,28
12951,230
12951,141
13256,66
13256,431
13256,365
13256,283
13806,12
13806,267
13806,0
13135,239
13135,49
13135,48
13135,50
13135,198
13135,32
14160,80
14160,669
14160,269
14160,309
14160,65
14023,52
14023,51
14023,0
14130,0
14130,6
14130,74
13475,12
13475,0
13340,604
13340,11
13340,0
13340,183
13340,9
13340,28
13340,51
13340,18
13340,72
13340,99
13707,16
13707,30
13707,171
13134,10
13134,9
13134,0
13134,273
13134,304
13134,11
13134,344
13134,122
13254,169
13254,0
13254,582
13254,11
13254,9
13254,8
13254,1
13254,125
13254,126
13254,459
13746,400
13746,130
13746,794
13746,28
13729,30
13729,101
13729,16
13729,11
13729,439
13729,677
13729,158
13729,66
13729,365
13137,228
13137,122
13137,0
13137,66
13137,59
13137,24
13137,152
13958,149
13958,29
13958,30
13958,79
13958,112
13958,574
13111,79
13111,173
13111,203
13111,32
13111,269
13111,309
13111,65
13111,80
13053,58
13053,30
13053,283
13053,66
13053,178
13053,424
13053,1
13053,3
13053,177
13311,223
13311,79
13311,202
13500,481
13500,152
13500,13
13500,1
13500,66
13500,0
13500,3
13500,24
13500,59
13417,249
13417,27
13417,302
13228,10
13228,169
13228,9
13228,0
13228,12
13228,59
13228,11
14214,11
14214,8
14214,9
14214,138
14214,1
14214,374
13970,0
13970,122
13970,376
14169,50
14169,32
13318,0
13318,7
13246,32
13246,50
13246,48
13485,32
13485,195
13666,104
13666,158
13666,156
13666,65
13666,11
13666,436
13666,16
13666,350
13055,622
13055,0
13055,74
14146,154
14146,32
13175,27
13175,447
13175,249
13175,28
13175,219
13175,571
13175,300
13175,254
13175,251
13175,56
13175,137
13175,248
13839,59
13839,175
13839,1
13839,18
13839,0
13316,0
13316,33
12949,11
12949,341
12949,59
12949,273
12949,0
12949,375
12949,30
12949,9
12949,125
12949,126
12949,1
13780,2
13780,1
12935,291
12935,0
14235,66
14235,16
14235,39
14235,568
14235,97
14110,429
14110,549
14110,225
14110,24
14110,22
14110,442
14110,132
14110,0
14110,1
14110,20
13644,508
13644,1
13644,114
13644,360
13760,351
13760,412
13760,21
13204,58
13204,30
13204,410
12897,771
12897,65
12897,475
13400,486
13400,487
13113,50
13113,239
13113,32
13113,48
13932,30
13932,101
13932,110
13932,32
13932,62
13932,45
13932,131
13264,18
13264,99
13264,0
13250,27
13250,28
13250,299
13250,219
13309,1
13309,20
13457,11
13457,104
13457,718
13457,16
13471,98
13471,905
13471,66
13471,317
13471,65
13471,284
13471,681
12939,59
12939,0
14187,0
14187,18
14187,47
14187,33
13371,28
13371,130
13371,141
13371,719
13371,235
13371,30
13371,230
13939,58
13939,502
13939,30
13939,45
13002,1017
13002,410
13002,237
13002,26
13002,362
13002,30
13002,27
13002,58
13840,5
13840,114
13840,74
13840,47
13840,0
13840,1
13840,6
13840,113
14010,151
14010,0
14010,47
14010,132
14010,176
14010,1
13268,32
13268,31
13268,131
13268,30
13268,50
13268,208
13268,48
13343,50
13343,32
13921,183
13921,0
13921,86
12908,224
12908,0
12908,13
12908,59
12908,1
12908,66
12908,60
12908,152
12908,473
12908,24
12908,122
13067,4
13067,0
13067,3
13067,86
13067,83
13067,1
14237,224
14237,1
14237,0
14237,33
14120,0
14120,14
14120,33
14120,47
14134,27
14134,403
14134,302
14134,249
14134,449
14134,411
14134,250
14099,9
14099,0
14099,76
14099,73
14099,228
14099,11
14099,415
14099,8
13227,0
13227,474
13276,723
13276,632
13276,694
13276,21
13276,27
13374,28
13374,601
13374,106
13919,231
13919,409
13919,158
13190,0
13190,22
13190,24
13643,131
13643,79
13643,32
13643,1
13643,543
13643,78
13643,25
13643,30
13643,77
13072,18
13072,0
13072,66
13072,52
13072,152
13072,153
13202,129
13202,8
13202,73
13202,24
13202,0
13202,51
13202,18
13202,9
13202,122
13202,11
13409,187
13409,188
13954,30
13954,28
13954,141
13954,144
13954,233
13954,143
13954,279
13068,48
13068,195
13068,49
13068,50
13068,32
13418,45
13418,108
13418,30
13418,110
13418,62
13418,526
12933,97
12933,66
12933,39
13136,28
13136,142
13136,141
13136,140
13774,30
13774,178
13774,177
14229,47
14229,0
14229,18
14229,115
14261,302
14261,27
14261,251
14261,137
13598,1018
13598,158
13598,156
13856,0
13856,226
13073,483
13073,354
13073,734
13073,117
13073,21
13525,268
13525,47
13525,0
14048,30
14048,152
14048,1
14048,101
14048,66
14048,480
14048,481
13455,8
13455,303
13455,181
13455,72
13455,125
13455,126
13455,129
13455,1
13455,11
13455,9
13455,76
13099,90
13099,91
13099,92
13099,79
14111,24
14111,0
14111,12
13945,45
13945,46
13945,30
13688,617
13688,619
13688,620
13688,197
13688,130
14103,32
14103,378
14103,154
14103,198
13981,178
13981,66
13981,177
13981,30
13981,886
13981,470
12864,226
12864,183
12864,298
12864,666
12864,0
12910,24
12910,150
12910,0
12910,766
12910,1
12910,122
12910,18
12910,3
12910,59
13243,1
13243,125
13243,126
13605,63
13605,66
13605,570
13605,159
13605,161
13605,98
13605,318
13605,27
13605,34
13605,16
13825,0
13825,33
13584,1
13584,428
13538,30
13538,1
13538,114
13538,20
13538,152
13538,244
13538,224
13538,66
13538,360
13947,0
13947,12
13797,30
13797,16
13797,260
13063,0
13063,273
13063,894
13874,33
13874,0
13402,30
13402,279
13402,397
12993,518
12993,101
12993,30
12993,146
12993,381
12993,58
12895,24
12895,86
12895,3
12895,0
12895,1
12895,59
12895,304
12895,122
13373,30
13373,58
13373,146
13373,172
13373,184
13373,147
13483,263
13483,1
13483,132
13483,240
14020,177
14020,101
14020,28
14020,361
14020,30
14020,66
14020,366
12931,267
12931,0
12931,24
12931,273
13129,175
13129,0
13091,12
13091,0
13567,45
13567,30
13567,110
13567,108
13355,130
13355,224
13355,816
13355,1
13355,4
13355,61
13050,11
13050,9
13050,0
13050,8
13050,116
14168,571
14168,27
14168,447
14168,28
14168,456
14168,453
14168,58
14168,30
13743,197
13743,196
13960,21
13960,117
13960,296
13960,167
13681,26
13681,27
13701,28
13701,142
13701,30
13701,719
13701,140
13701,141
13701,144
13863,33
13863,0
13863,18
14109,30
14109,45
14109,108
14109,110
13739,12
13739,0
13951,33
13951,0
13973,27
13973,130
13973,356
13451,196
13451,197
12959,1
12959,3
14107,28
14107,364
14107,400
14107,130
14107,27
14107,56
14107,53
13356,0
13356,267
13636,190
13636,294
13636,188
12871,110
12871,30
12871,199
12871,200
12871,45
13032,72
13032,9
13032,11
13032,165
13032,1
13032,0
13032,125
13032,126
13032,129
14156,225
14156,228
14156,0
14156,429
13454,30
13454,45
13454,62
13454,108
14045,0
14045,12
14028,74
14028,33
14028,0
14028,75
14028,6
13459,1
13459,428
13459,268
13459,0
13459,84
13045,11
13045,16
13045,9
13045,303
13045,350
13510,311
13510,21
13332,32
13332,333
13332,194
13332,332
13332,193
13332,334
13466,9
13466,0
13466,87
13466,18
13466,11
13019,122
13019,303
13019,9
13019,16
13019,350
13019,0
13019,11
13548,18
13548,0
13548,281
13548,152
13548,66
13548,153
13548,24
13138,0
13138,490
13138,9
13138,51
13138,214
13138,11
13814,0
13814,122
12922,1
12922,114
12922,5
12922,6
12922,0
13359,27
13359,130
13359,708
13359,34
13359,825
13359,419
13359,955
13359,956
13359,957
13359,540
13212,0
13212,218
13212,1
13212,59
13212,86
12865,188
12865,187
12865,79
12865,851
12865,148
12865,190
12865,916
13955,158
13955,623
12831,240
12831,3
12831,1
12831,132
13392,440
13392,65
13392,796
13392,231
13392,16
13392,158
13392,583
13392,163
13392,439
13384,79
13384,223
13384,202
13848,30
13848,77
13848,79
13848,1
13848,78
13848,25
12932,291
12932,0
12932,24
12932,114
12932,113
12932,1
14140,1018
14140,156
14140,158
13726,293
13726,28
13726,186
13726,185
13155,61
13155,1
13155,0
13155,3
13155,132
13155,86
13155,122
14047,675
14047,158
14047,231
14047,878
13934,0
13934,344
13934,47
13934,807
13349,608
13349,11
13349,9
13349,0
13487,16
13487,259
13001,31
13001,48
13001,32
13001,50
13589,0
13589,59
13589,428
13589,1
14259,1
14259,0
14259,59
14259,24
14259,3
13219,154
13219,32
13219,193
13219,206
13219,194
13851,518
13851,1
13851,30
13851,20
13297,9
13297,350
13297,11
13297,16
12988,9
12988,11
12988,0
12988,12
12988,214
12988,10
14166,66
14166,98
14166,10
14166,0
13267,0
13267,33
14151,893
14151,112
14151,148
14151,79
12851,0
12851,176
12851,125
12851,126
12851,60
12851,1
12975,28
12975,173
12975,32
13612,21
13612,354
13612,296
13612,117
14186,968
14186,837
14186,561
14186,28
14186,219
14186,27
13946,196
13946,197
13497,24
13497,0
13497,12
13497,99
13104,112
13104,79
13104,690
13165,1
13165,39
13165,3
13165,66
13165,11
13165,73
13165,97
13165,9
13216,1
13216,428
13216,224
13216,4
13216,132
13216,240
14183,12
14183,0
13090,122
13090,0
13090,18
13090,74
13090,319
13090,497
13090,52
13090,33
13233,88
13233,79
13233,89
13233,91
13233,92
13233,90
13717,456
13717,447
13717,30
13717,27
13717,58
13717,321
13717,11
13717,146
13717,213
13003,10
13003,298
13003,0
13003,12
13791,117
13791,296
13791,354
13791,21
13719,50
13719,32
13221,941
13221,283
13221,521
13221,98
13221,66
13222,30
13222,45
13222,62
13222,110
13364,47
13364,0
13364,14
13364,33
12980,0
12980,122
12980,175
12980,59
13710,34
13710,570
13710,27
12906,11
12906,129
12906,9
13906,9
13906,74
13906,98
13906,11
13906,227
13906,415
13906,375
13906,66
13906,151
13906,0
13552,30
13552,101
13552,109
13552,62
13552,66
13552,179
13552,177
13552,45
13552,361
13552,108
13679,866
13679,65
13679,82
13679,269
13679,444
13679,220
13679,80
13655,95
13655,45
13655,16
13655,30
13655,358
13655,244
13655,102
13655,180
13107,50
13107,32
13107,31
13030,345
13030,30
13030,110
13030,325
13030,45
13030,108
13030,1019
14202,666
14202,0
14202,10
14202,12
13184,459
13184,6
13184,5
13184,0
13119,24
13119,304
13119,114
13119,0
13119,11
13119,9
13119,245
13119,1
13119,18
13870,34
13870,27
13870,164
13496,10
13496,0
13496,12
13496,473
13642,32
13642,48
13642,31
13642,50
13642,208
13850,231
13850,50
13850,32
13850,31
13850,492
13850,158
14125,2
14125,343
14125,153
14125,99
14125,1
14125,218
14125,74
14125,0
14125,3
12956,98
12956,66
13690,188
13690,187
13012,33
13012,0
14162,34
14162,164
14162,27
12962,0
12962,24
12962,152
12962,473
12962,66
12962,59
12962,13
13292,30
13292,45
13292,686
13171,0
13171,22
13171,24
13460,27
13460,246
13460,34
13924,28
13924,367
13996,72
13996,9
13996,11
13996,406
12875,375
12875,394
12875,9
12875,73
12875,11
14161,0
14161,267
14161,458
13481,556
13481,414
13481,27
13481,249
13481,28
13481,139
13481,557
13481,266
13477,22
13477,0
13477,24
13262,228
13262,0
13262,24
13262,12
14139,580
14139,255
14139,256
14139,257
14139,398
14139,30
13411,21
13411,117
13865,0
13865,748
13865,304
14077,117
14077,351
14077,21
13452,516
13452,30
13452,515
12946,0
12946,63
12946,9
12946,11
12946,18
12946,12
12946,24
14113,73
14113,304
14113,415
14113,11
14113,0
14113,9
13935,117
13935,433
13935,21
13498,1
13498,22
13498,51
13498,0
13498,24
12928,475
12928,65
13922,0
13922,12
13922,66
13922,16
13922,365
13922,434
13922,98
13922,65
13922,435
13922,436
13420,198
13420,173
13420,50
13420,154
13420,32
13331,11
13331,271
13331,0
13331,513
13331,9
13492,30
13492,485
13492,484
13492,58
13492,146
13492,184
13492,27
13124,507
13124,132
13124,4
13124,1
13822,30
13822,77
13822,25
13822,1
13822,131
13822,32
13822,397
14262,27
14262,26
13904,21
13904,117
13904,23
13904,1020
13904,166
13904,354
13108,101
13108,30
14043,22
14043,0
14043,24
14043,51
12885,3
12885,4
12885,1
14076,20
14076,1
14076,30
14076,77
13937,32
13937,154
13122,30
13122,260
13122,16
13716,79
13716,202
13259,59
13259,24
13259,18
13259,13
13259,270
13259,0
13259,12
14269,27
14269,302
13424,219
13424,27
13424,300
13424,28
13162,28
13162,45
13162,180
13162,794
13162,30
13611,79
13611,91
13611,90
13734,0
13734,12
13734,59
13794,194
13794,206
13794,32
13794,193
14014,344
14014,377
14014,0
14014,122
14014,150
14014,18
14014,84
13653,273
13653,680
13653,0
13653,52
13653,132
13653,14
13653,122
13653,99
13653,226
13653,13
13653,118
13653,28
13653,1
13653,59
13653,344
13990,149
13990,79
13990,814
13132,340
13132,60
13132,3
13132,0
13132,1
14126,219
14126,561
14126,27
13010,0
13010,9
13010,11
13010,129
13010,18
14265,30
14265,171
13486,27
13486,422
13486,139
14245,0
14245,376
14245,271
13862,12
13862,0
14243,59
14243,0
14243,66
14243,399
14243,98
14243,86
13686,1
13686,213
13686,263
13686,16
13686,0
13686,11
13686,358
13686,608
13084,175
13084,0
13110,34
13110,229
13110,27
13271,430
13271,1
13271,24
13271,0
13271,428
13271,355
13101,30
13101,255
13101,256
13101,257
